,期数,红球号码_1,红球号码_2,红球号码_3,红球号码_4,红球号码_5,红球号码_6,蓝球,快乐星期天,奖池奖金(元),一等奖_注数,一等奖_奖金(元),二等奖_注数,二等奖_奖金(元),总投注额(元),开奖日期
2308,06055,04,05,28,29,31,33,11,01,"93,348,960",5,"5,000,000",29,"499,253","119,895,110",2006-05-14
2309,06054,03,05,07,10,28,30,04,0,"112,143,957",3,"5,000,000",47,"384,564","103,152,448",2006-05-11
2310,06053,01,11,17,27,28,31,02,0,"119,397,726",7,"5,000,000",59,"326,729","100,676,240",2006-05-09
2311,06052,11,24,26,27,30,32,03,"02,13,14","146,136,139",1,"5,000,000",27,"932,096","118,886,736",2006-05-07
2312,06051,02,06,07,17,27,30,16,"03,12,14","140,350,449",1,"5,000,000",30,"536,806","97,800,512",2006-05-04
2313,06050,02,06,12,15,25,31,07,"09,14,05","138,448,657",1,"5,000,000",39,"148,511","94,915,860",2006-05-02
2314,06049,06,10,12,13,17,20,03,10,"140,966,397",3,"5,000,000",29,"1,026,295","123,714,924",2006-04-30
2315,06048,09,13,19,25,29,32,12,0,"143,211,009",3,"5,000,000",20,"471,352","108,892,170",2006-04-27
2316,06047,02,17,20,22,28,32,03,0,"154,170,844",2,"5,000,000",20,"1,241,270","109,048,914",2006-04-25
2317,06046,13,18,23,29,31,32,08,11,"153,531,387",3,"5,000,000",22,"804,865","128,175,586",2006-04-23
2318,06045,06,07,10,14,20,21,04,0,"160,942,652",0,0,53,"435,162","109,852,122",2006-04-20
2319,06044,02,10,18,21,30,31,05,0,"151,058,247",0,0,24,"783,393","107,026,164",2006-04-18
2320,06043,05,12,13,16,23,32,03,13,"143,000,486",2,"5,000,000",36,"863,576","125,637,310",2006-04-16
2321,06042,03,16,23,26,28,31,11,0,"139,676,741",1,"5,000,000",7,"2,094,597","105,723,260",2006-04-13
2322,06041,03,10,16,18,21,28,04,0,"138,392,950",2,"5,000,000",49,"447,691","105,725,214",2006-04-11
2323,06040,15,22,25,26,28,33,03,02,"138,991,437",0,"5,000,000",20,"1,638,243","123,352,566",2006-04-09
2324,06039,16,19,22,28,31,32,03,0,"124,949,353",1,"5,000,000",18,"1,067,405","106,258,396",2006-04-06
2325,06038,02,14,17,19,22,30,10,0,"121,715,084",2,"5,000,000",32,"510,825","101,996,466",2006-04-04
2326,06037,02,12,23,24,25,32,14,05,"124,709,476",1,"5,000,000",59,"489,240","124,438,394",2006-04-02
2327,06036,04,07,10,16,17,21,09,0,"117,338,673",1,"5,000,000",38,"535,680","109,841,862",2006-03-30
2328,06035,03,09,13,21,27,29,13,0,"113,614,740",2,"5,000,000",117,"217,115","107,522,946",2006-03-28
2329,06034,02,10,15,16,17,33,13,16,"112,727,952",4,"5,000,000",38,"599,172","128,871,804",2006-03-26
2330,06033,15,20,22,23,27,31,06,0,"122,970,002",0,0,5,"4,333,749","111,163,226",2006-03-23
2331,06032,05,18,20,24,26,31,09,0,"113,683,396",4,"5,000,000",24,"501,510","110,906,190",2006-03-21
2332,06031,03,10,12,16,31,32,14,16,"128,524,999",0,0,16,"2,063,012","124,118,424",2006-03-19
2333,06030,08,13,15,17,20,32,14,0,"114,378,629",0,0,21,"430,496","104,007,536",2006-03-16
2334,06029,03,04,07,09,14,19,08,0,"93,284,310",3,"5,000,000",28,"241,349","101,076,256",2006-03-14
2335,06028,05,07,14,16,17,27,04,09,"92,516,142",3,"5,000,000",40,"119,296","115,594,746",2006-03-12
2336,06027,06,08,11,14,16,27,15,0,"96,381,836",2,"5,000,000",27,"491,533","105,074,006",2006-03-09
2337,06026,01,02,18,22,29,32,03,0,"100,694,096",2,"5,000,000",19,"817,165","101,697,504",2006-03-07
2338,06025,03,04,17,19,24,32,05,16,"104,040,034",2,"5,000,000",26,"393,494","114,242,160",2006-03-05
2339,06024,02,07,09,11,21,27,06,0,"90,168,028",2,"5,000,000",43,"210,920","99,899,450",2006-03-02
2340,06023,04,13,14,19,23,28,08,0,0,6,"5,000,000",32,"134,491","94,622,606",2006-02-28
2341,06022,02,03,04,13,16,27,13,14,"98,963,672",0,0,17,"226,645","109,077,186",2006-02-26
2342,06021,01,02,05,20,21,22,09,0,"89,973,418",2,"5,000,000",26,"154,309","94,454,936",2006-02-23
2343,06020,05,09,21,23,26,29,06,0,"90,611,991",1,"5,000,000",39,"192,527","93,253,284",2006-02-21
2344,06019,04,06,13,22,26,32,07,04,0,2,"5,000,000",21,"363,375","105,480,332",2006-02-19
2345,06018,01,13,14,17,24,26,05,0,"70,286,614",0,0,17,"319,169","87,008,450",2006-02-16
2346,06017,03,04,08,31,32,33,02,0,"57,626,236",2,"5,000,000",28,"272,007","89,616,926",2006-02-14
2347,06016,01,07,13,17,23,30,16,01,"49,855,100",2,"5,000,000",105,"80,023","103,427,620",2006-02-12
2348,06015,02,03,09,15,29,32,03,"04,10,14","40,249,445",5,"5,000,000",22,"238,219","88,355,360",2006-02-09
2349,06014,06,14,26,29,32,33,07,"02,09,16","53,020,860",2,"5,000,000",12,"476,176","82,668,894",2006-02-07
2350,06013,01,05,06,12,16,21,11,"01,12,05","49,687,923",1,"5,000,000",30,"252,361","84,977,250",2006-02-05
2351,06012,09,11,13,27,31,33,10,"01,02,06","37,022,589",3,"5,000,000",28,"299,265","101,562,774",2006-01-26
2352,06011,05,07,08,14,27,31,11,"07,09,14","32,470,552",2,"5,000,000",28,"190,875","89,227,522",2006-01-24
2353,06010,04,06,12,19,27,29,08,"07,15,12","30,000,000",17,"3,878,424",93,"55,595","110,089,308",2006-01-22
2354,06009,05,06,08,20,26,30,06,0,"53,869,004",4,"5,000,000",51,"77,187","91,943,224",2006-01-19
2355,06008,03,05,09,18,28,32,16,0,"64,683,656",9,"5,000,000",117,"44,871","91,800,142",2006-01-17
2356,06007,04,16,18,27,32,33,07,15,"77,433,748",2,"5,000,000",22,"505,261","111,611,858",2006-01-15
2357,06006,08,21,22,23,26,32,14,0,"61,496,982",3,"5,000,000",14,"410,559","95,871,778",2006-01-12
2358,06005,03,19,20,24,26,27,11,0,"63,085,358",2,"5,000,000",20,"220,721","95,099,522",2006-01-10
2359,06004,04,08,17,27,28,31,07,05,"62,785,044",7,"5,000,000",61,"108,151","110,726,140",2006-01-08
2360,06003,02,04,05,06,16,20,12,"01,02,14","82,391,486",1,"5,000,000",11,"122,071","97,626,902",2006-01-05
2361,06002,07,13,16,21,26,28,09,"15,02,11","82,549,305",5,"5,000,000",34,"410,238","94,624,640",2006-01-03
2362,06001,01,12,15,19,21,28,03,"11,08,01","101,571,550",2,"5,000,000",21,"574,119","108,083,372",2006-01-01
2363,05153,04,05,07,21,26,29,01,"01,08,11","83,439,714",1,"5,000,000",16,"599,961","97,908,590",2005-12-29
2364,05152,01,05,12,14,21,27,03,0,"66,041,168",8,"5,000,000",46,"125,562","94,543,810",2005-12-27
2365,05151,04,11,12,13,19,30,05,10,"92,564,091",3,"5,000,000",56,"306,547","112,380,820",2005-12-25
2366,05150,03,07,10,14,18,20,02,0,"100,206,958",1,"5,000,000",54,"168,054","94,339,478",2005-12-22
2367,05149,11,16,21,23,25,32,07,0,"84,032,106",2,"5,000,000",27,"240,638","93,699,080",2005-12-20
2368,05148,03,15,17,23,24,29,13,16,"78,871,896",3,"5,000,000",47,"128,950","107,658,676",2005-12-18
2369,05147,06,07,15,27,28,30,10,0,"79,730,381",0,"5,000,000",27,"254,520","92,151,598",2005-12-15
2370,05146,07,11,19,20,24,28,02,0,"63,695,577",3,"5,000,000",39,"178,025","91,683,000",2005-12-13
2371,05145,03,07,08,17,20,28,15,12,"62,495,300",5,"5,000,000",64,"155,464","107,763,236",2005-12-11
2372,05144,01,08,14,15,19,27,09,0,"64,279,302",3,"5,000,000",33,"133,265","93,615,492",2005-12-08
2373,05143,03,10,15,17,20,32,08,0,"69,017,880",3,"5,000,000",16,"203,430","89,833,786",2005-12-06
2374,05142,07,10,12,17,22,29,05,15,"76,423,134",6,"5,000,000",33,"187,066","107,920,884",2005-12-04
2375,05141,03,05,08,12,16,19,15,0,"92,018,980",4,"5,000,000",55,"365,466","98,736,818",2005-12-01
2376,05140,04,06,07,08,12,17,07,0,"103,404,410",1,"5,000,000",17,"513,416","97,816,778",2005-11-29
2377,05139,02,07,20,23,32,33,10,13,"104,663,808",4,"5,000,000",19,"969,256","113,954,368",2005-11-27
2378,05138,03,05,06,11,20,22,13,0,"116,771,293",0,"5,000,000",34,"711,240","99,148,234",2005-11-24
2379,05137,03,09,15,23,25,33,12,0,"106,407,506",2,"5,000,000",36,"418,224","94,838,566",2005-11-22
2380,05136,05,14,16,18,25,27,13,14,"109,954,896",2,"5,000,000",46,"461,424","110,922,040",2005-11-20
2381,05135,01,05,13,15,21,25,11,0,"110,858,234",2,"5,000,000",15,"1,640,271","98,055,380",2005-11-17
2382,05134,04,13,14,18,26,30,01,0,"110,313,635",0,0,27,"748,334","96,024,468",2005-11-15
2383,05133,01,07,14,16,18,25,11,13,"101,654,338",2,"5,000,000",108,"179,142","112,647,856",2005-11-13
2384,05132,02,04,10,18,27,29,15,0,"103,362,613",0,0,22,"410,337","94,130,152",2005-11-10
2385,05131,02,07,10,11,12,24,03,0,"82,298,616",1,"5,000,000",47,"180,197","92,470,384",2005-11-08
2386,05130,03,05,09,15,20,25,16,11,"67,536,960",6,"5,000,000",104,"71,573","107,409,392",2005-11-06
2387,05129,05,10,14,20,27,33,03,0,"80,168,399",1,"5,000,000",40,"162,779","92,402,414",2005-11-03
2388,05128,02,04,14,23,29,33,15,0,"49,975,632",7,"5,000,000",23,"322,811","90,364,038",2005-11-01
2389,05127,04,06,11,14,23,25,12,08,"67,651,420",2,"5,000,000",22,"255,201","100,319,936",2005-10-30
2390,05126,02,08,13,19,25,26,09,0,"34,551,075",13,"5,000,000",148,"38,281","89,725,146",2005-10-27
2391,05125,06,14,18,28,31,32,03,0,"86,331,035",5,"5,000,000",10,"666,520","87,866,546",2005-10-25
2392,05124,05,06,10,19,31,33,11,14,"95,778,891",3,"5,000,000",34,"307,490","100,141,228",2005-10-23
2393,05123,11,12,13,17,18,25,07,0,"106,298,320",4,"5,000,000",32,"259,425","88,748,762",2005-10-20
2394,05122,01,04,07,14,30,32,09,0,"122,740,488",1,"5,000,000",11,"1,208,075","86,580,310",2005-10-18
2395,05121,01,07,20,25,31,32,12,15,"122,045,276",1,"5,000,000",9,"2,028,854","98,424,618",2005-10-16
2396,05120,01,06,13,18,30,32,14,0,"119,219,696",0,0,15,"1,228,306","85,309,164",2005-10-13
2397,05119,01,07,11,18,20,22,02,0,"111,323,443",1,"5,000,000",73,"111,502","84,606,492",2005-10-11
2398,05118,04,09,12,15,26,31,16,15,"97,330,794",3,"5,000,000",113,"182,783","100,005,930",2005-10-09
2399,05117,06,17,22,27,28,32,03,"08,14,15","103,478,865",1,"5,000,000",34,"560,505","88,046,422",2005-10-06
2400,05116,04,06,08,14,15,30,10,"04,05,16","100,311,500",2,"5,000,000",14,"754,577","82,761,716",2005-10-04
2401,05115,03,12,18,23,30,33,02,"01,09,13","105,784,038",2,"5,000,000",27,"253,743","100,744,056",2005-10-02
2402,05114,06,07,10,15,21,27,06,0,"99,798,190",2,"5,000,000",20,"331,878","83,220,546",2005-09-29
2403,05113,15,18,20,22,26,27,03,0,"94,310,536",4,"5,000,000",11,"1,277,858","84,045,660",2005-09-27
2404,05112,04,12,22,28,29,30,16,14,"108,286,349",0,"5,000,000",24,"289,808","96,648,022",2005-09-25
2405,05111,03,07,15,16,19,29,09,0,"92,057,094",1,"5,000,000",24,"352,552","84,986,902",2005-09-22
2406,05110,07,10,16,19,24,25,09,0,"77,314,136",2,"5,000,000",24,"226,174","80,799,964",2005-09-20
2407,05109,03,05,13,15,17,31,04,03,"74,648,356",1,"5,000,000",17,"481,344","95,781,382",2005-09-18
2408,05108,03,10,12,24,29,30,06,0,"60,555,032",4,"5,000,000",24,"58,549","84,723,006",2005-09-15
2409,05107,09,10,20,24,25,26,11,0,"77,276,274",3,"5,000,000",35,"155,211","84,794,920",2005-09-13
2410,05106,01,11,13,24,26,31,13,08,"79,600,650",6,"5,000,000",35,"280,048","99,286,104",2005-09-11
2411,05105,04,15,23,30,32,33,03,0,"105,399,928",2,"5,000,000",14,"1,329,397","87,687,830",2005-09-08
2412,05104,02,04,21,23,30,33,09,0,"107,423,543",1,"5,000,000",7,"2,629,258","87,523,934",2005-09-06
2413,05103,04,07,16,18,23,30,07,05,"104,535,767",7,"5,000,000",72,"126,282","101,882,938",2005-09-04
2414,05102,02,05,06,14,24,31,12,0,"135,639,051",0,0,7,"2,925,056","85,261,292",2005-09-01
2415,05101,09,16,19,21,22,24,12,0,"126,863,883",0,"5,000,000",17,"556,092","83,203,780",2005-08-30
2416,05100,02,04,09,14,16,31,03,11,"122,812,351",0,"5,000,000",19,"539,079","98,607,066",2005-08-28
2417,05099,10,13,16,22,24,31,09,0,"98,913,156",3,"5,000,000",12,"571,848","84,539,242",2005-08-25
2418,05098,12,15,19,22,31,33,01,0,"110,972,222",2,"5,000,000",18,"1,092,290","82,354,218",2005-08-23
2419,05097,05,10,23,27,28,30,15,06,"112,545,980",4,"5,000,000",19,"721,778","95,744,622",2005-08-21
2420,05096,04,05,17,18,26,33,04,0,"126,668,644",1,"5,000,000",28,"706,729","85,977,004",2005-08-18
2421,05095,09,12,18,21,28,29,05,0,"123,187,891",0,0,27,"544,433","81,902,156",2005-08-16
2422,05094,03,05,09,23,27,33,03,01,"116,888,019",0,0,16,"551,141","92,955,416",2005-08-14
2423,05093,04,06,17,23,25,29,14,0,"96,312,056",2,"5,000,000",61,"69,396","81,066,546",2005-08-11
2424,05092,08,13,19,26,28,31,10,0,"96,434,568",4,"5,000,000",25,"564,955","82,564,864",2005-08-09
2425,05091,01,11,12,15,26,27,13,02,"110,381,478",2,"5,000,000",28,"531,091","95,665,834",2005-08-07
2426,05090,01,09,21,25,29,32,03,0,"114,008,382",1,"5,000,000",10,"1,818,482","82,913,536",2005-08-04
2427,05089,05,19,20,23,26,31,12,0,"111,214,886",0,0,25,"295,526","79,337,620",2005-08-02
2428,05088,01,03,07,18,20,24,07,16,"93,975,816",1,"5,000,000",27,"166,791","90,904,986",2005-07-31
2429,05087,08,09,15,16,23,26,08,0,"88,467,922",1,"5,000,000",37,"138,211","79,213,276",2005-07-28
2430,05086,07,11,12,24,27,29,12,0,"81,535,680",5,"5,000,000",61,"102,588","77,364,602",2005-07-26
2431,05085,08,09,13,14,20,22,12,15,"91,933,970",1,"5,000,000",47,"183,980","89,568,388",2005-07-24
2432,05084,01,02,07,15,19,20,03,0,"76,757,496",8,"5,000,000",28,"259,736","78,941,520",2005-07-21
2433,05083,03,05,09,14,16,30,13,0,"99,788,079",3,"5,000,000",25,"311,628","76,251,350",2005-07-19
2434,05082,01,07,11,14,19,20,12,09,0,1,"5,000,000",40,"190,475","90,397,368",2005-07-17
2435,05081,02,04,10,12,26,30,03,0,"98,671,500",2,"5,000,000",37,"320,589","78,229,226",2005-07-14
2436,05080,01,12,14,26,27,32,16,0,"103,587,874",1,"5,000,000",27,"643,523","77,732,422",2005-07-12
2437,05079,03,09,20,24,25,28,05,11,"101,141,394",2,"5,000,000",24,"631,232","90,690,486",2005-07-10
2438,05078,03,11,15,20,26,32,11,0,"104,648,720",1,"5,000,000",24,"645,412","78,597,462",2005-07-07
2439,05077,08,17,22,24,32,33,16,0,"103,010,197",1,"5,000,000",25,"669,880","76,776,232",2005-07-05
2440,05076,04,09,11,22,25,28,13,02,"100,832,903",1,"5,000,000",45,"158,361","89,406,860",2005-07-03
2441,05075,11,13,14,16,18,31,14,0,"89,204,914",2,"5,000,000",14,"272,458","77,727,922",2005-06-30
2442,05074,06,09,18,20,26,29,09,0,"90,304,588",4,"5,000,000",26,"361,794","77,117,314",2005-06-28
2443,05073,01,06,08,09,18,20,01,04,"106,273,162",2,"5,000,000",29,"286,379","91,231,396",2005-06-26
2444,05072,06,10,19,20,24,33,11,0,"96,894,783",3,"5,000,000",38,"21,832","79,624,618",2005-06-23
2445,05071,04,08,12,14,16,22,10,0,"111,539,233",0,0,15,"990,023","76,440,970",2005-06-21
2446,05070,03,04,08,14,16,26,04,05,"105,174,796",2,"5,000,000",21,"996,769","93,029,490",2005-06-19
2447,05069,07,09,21,24,31,33,12,0,"106,203,875",0,0,17,"366,567","77,421,708",2005-06-16
2448,05068,01,08,10,13,25,33,13,0,"91,663,380",3,"5,000,000",20,"725,217","76,931,454",2005-06-14
2449,05067,03,12,16,20,21,26,16,02,"100,447,230",2,"5,000,000",40,"558,777","91,360,150",2005-06-12
2450,05066,02,04,10,11,25,28,05,0,"100,868,190",2,"5,000,000",30,"434,345","78,834,656",2005-06-09
2451,05065,12,16,17,21,22,23,16,0,"105,283,750",2,"5,000,000",17,"388,567","78,406,326",2005-06-07
2452,05064,10,18,23,27,30,32,08,01,"99,870,563",1,"5,000,000",22,"466,791","91,725,346",2005-06-05
2453,05063,02,11,13,18,22,30,04,0,"100,469,382",2,"5,000,000",14,"438,861","78,062,342",2005-06-02
2454,05062,02,07,11,12,20,23,07,0,"96,133,228",4,"5,000,000",32,"466,418","78,069,394",2005-05-31
2455,05061,05,09,14,21,23,24,01,09,"109,736,636",0,0,20,"1,008,543","91,763,234",2005-05-29
2456,05060,09,12,21,25,31,33,13,0,"101,091,978",3,"5,000,000",17,"475,322","80,020,874",2005-05-26
2457,05059,07,11,14,18,24,29,07,0,"97,237,525",5,"5,000,000",63,"116,437","78,358,206",2005-05-24
2458,05058,04,06,10,21,25,26,10,15,"119,093,702",1,"5,000,000",36,"513,002","93,045,298",2005-05-22
2459,05057,05,06,10,15,30,31,13,0,"116,178,805",1,"5,000,000",20,"785,821","79,892,628",2005-05-19
2460,05056,12,17,19,27,29,31,09,0,"114,443,196",4,"5,000,000",46,"286,780","76,174,508",2005-05-17
2461,05055,05,20,22,30,32,33,09,07,"128,789,536",2,"5,000,000",20,"1,131,743","93,309,308",2005-05-15
2462,05054,05,13,17,18,21,29,14,0,"129,088,876",1,"5,000,000",34,"357,090","81,854,430",2005-05-12
2463,05053,04,07,10,14,27,29,09,0,"128,885,553",3,"5,000,000",25,"557,747","76,967,356",2005-05-10
2464,05052,01,02,14,17,30,32,01,13,"137,909,685",1,"5,000,000",20,"948,843","90,275,684",2005-05-08
2465,05051,03,06,14,19,20,21,02,0,"134,776,738",1,"5,000,000",43,"390,536","72,706,272",2005-05-05
2466,05050,02,09,12,20,26,32,13,0,"132,579,703",0,0,23,"482,146","68,676,002",2005-05-03
2467,05049,02,03,08,10,25,27,12,02,"127,827,112",1,"5,000,000",9,"1,699,155","87,276,712",2005-05-01
2468,05048,06,07,08,10,16,28,02,0,"126,273,226",0,0,29,"475,072","80,188,244",2005-04-28
2469,05047,02,03,05,07,08,27,15,0,"120,368,756",0,0,22,"503,687","77,150,922",2005-04-26
2470,05046,09,16,18,20,22,24,05,11,"115,619,699",1,"5,000,000",23,"398,531","91,639,786",2005-04-24
2471,05045,01,07,10,15,18,20,10,0,"99,231,829",0,0,19,"344,638","77,512,424",2005-04-21
2472,05044,01,06,16,17,18,22,09,0,"83,952,868",0,0,32,"154,565","70,627,418",2005-04-19
2473,05043,04,05,06,07,08,32,05,01,"72,411,962",7,"5,000,000",14,"1,104,258","91,903,906",2005-04-17
2474,05042,11,16,21,26,27,30,15,0,"100,786,410",2,"5,000,000",24,"692,125","79,192,448",2005-04-14
2475,05041,02,11,16,23,24,29,03,0,"103,667,406",3,"5,000,000",36,"475,611","78,144,480",2005-04-12
2476,05040,01,12,21,24,30,32,13,04,"111,329,404",1,"5,000,000",14,"504,218","89,311,042",2005-04-10
2477,05039,02,16,18,19,21,29,09,0,"99,858,268",2,"5,000,000",18,"833,197","78,209,132",2005-04-07
2478,05038,04,07,11,20,27,28,16,0,"103,430,748",2,"5,000,000",69,"96,679","76,754,210",2005-04-05
2479,05037,07,12,14,22,24,32,16,14,"97,865,355",1,"5,000,000",25,"203,021","88,843,416",2005-04-03
2480,05036,12,19,20,21,26,31,15,0,"91,022,448",0,0,21,"261,216","76,548,738",2005-03-31
2481,05035,12,16,21,28,29,30,14,0,"78,222,863",1,"5,000,000",15,"380,320","73,995,036",2005-03-29
2482,05034,05,17,18,25,28,32,09,06,"69,911,648",8,"5,000,000",54,"92,891","92,625,150",2005-03-27
2483,05033,07,08,12,14,19,20,07,0,"107,761,872",0,0,10,"736,814","76,996,234",2005-03-24
2484,05032,05,15,19,20,25,29,03,0,"90,569,540",4,"5,000,000",52,"236,720","75,420,852",2005-03-22
2485,05031,04,10,16,20,23,32,07,05,"105,294,059",1,"5,000,000",44,"164,801","88,181,316",2005-03-20
2486,05030,01,05,09,14,22,28,05,0,"93,374,391",3,"5,000,000",34,"426,512","78,215,814",2005-03-17
2487,05029,02,14,21,22,27,30,14,0,"102,159,495",0,0,12,"382,633","73,015,078",2005-03-15
2488,05028,04,09,22,25,26,32,10,05,"91,445,748",1,"5,000,000",18,"348,551","83,942,448",2005-03-13
2489,05027,01,03,04,06,21,32,15,0,"81,806,582",1,"5,000,000",12,"515,914","74,896,882",2005-03-10
2490,05026,06,12,14,20,25,26,07,0,"72,360,968",1,"5,000,000",24,"233,554","72,124,158",2005-03-08
2491,05025,01,07,10,11,13,32,07,15,"64,281,922",1,"5,000,000",18,"262,426","83,986,854",2005-03-06
2492,05024,05,09,14,27,31,32,13,0,"58,260,000",4,"5,000,000",37,"121,881","72,808,046",2005-03-03
2493,05023,10,15,19,20,21,25,12,0,"67,737,564",4,"5,000,000",20,"299,602","70,112,088",2005-03-01
2494,05022,08,10,12,21,32,33,04,"06,14,16","73,756,112",8,"5,000,000",52,"255,743","87,869,528",2005-02-27
2495,05021,02,06,24,26,30,31,16,"05,07,11","108,056,690",0,0,5,"3,363,844","74,925,080",2005-02-24
2496,05020,14,16,19,20,25,29,05,"07,12,16","100,848,451",1,"5,000,000",27,"437,221","71,772,338",2005-02-22
2497,05019,06,11,12,13,19,22,08,"02,03,09","100,789,176",1,"5,000,000",17,"697,155","80,017,318",2005-02-20
2498,05018,01,03,06,22,23,25,06,"03,05,12","100,709,900",1,"5,000,000",22,"275,425","70,853,674",2005-02-17
2499,05017,02,06,10,25,27,31,03,"01,04,16","91,571,416",2,"5,000,000",17,"370,427","69,139,166",2005-02-16
2500,05016,01,05,06,12,16,30,15,07,"86,877,775",0,0,27,"284,047","85,896,264",2005-02-06
2501,05015,04,08,09,16,17,29,15,0,"68,982,783",1,"5,000,000",43,"128,879","71,767,638",2005-02-03
2502,05014,13,19,21,23,30,32,05,0,"61,051,878",3,"5,000,000",18,"388,781","70,400,450",2005-02-01
2503,05013,07,08,16,19,20,24,06,13,"59,723,073",9,"5,000,000",62,"45,678","85,862,110",2005-01-30
2504,05012,02,03,06,16,22,31,05,0,"98,114,924",2,"5,000,000",50,"259,107","73,524,782",2005-01-27
2505,05011,09,11,13,15,22,30,15,0,"102,562,630",1,"5,000,000",15,"448,184","70,934,662",2005-01-25
2506,05010,08,10,11,18,25,26,01,04,"91,876,180",5,"5,000,000",65,"197,430","86,560,850",2005-01-23
2507,05009,02,17,22,27,29,31,14,0,"111,376,322",1,"5,000,000",11,"1,351,424","74,072,772",2005-01-20
2508,05008,11,19,22,27,32,33,11,0,"110,005,324",1,"5,000,000",26,"467,915","72,041,750",2005-01-18
2509,05007,07,15,17,20,23,33,15,10,"109,791,408",2,"5,000,000",15,"609,348","86,322,510",2005-01-16
2510,05006,02,04,05,15,21,31,16,0,"98,464,204",2,"5,000,000",14,"1,311,121","74,203,108",2005-01-13
2511,05005,05,09,20,26,28,33,15,0,"100,597,478",2,"5,000,000",61,"115,589","70,647,958",2005-01-11
2512,05004,01,04,08,09,22,23,03,02,"94,145,228",4,"5,000,000",42,"407,984","87,357,176",2005-01-09
2513,05003,09,12,15,19,22,31,16,0,"106,801,512",6,"5,000,000",26,"533,517","74,532,408",2005-01-06
2514,05002,06,09,20,26,28,33,14,0,"130,856,606",1,"5,000,000",28,"452,441","69,161,632",2005-01-04
2515,05001,01,07,08,23,27,28,14,11,"130,427,310",0,0,24,"646,669","82,345,328",2005-01-02
2516,04122,03,11,14,22,24,31,15,0,"123,775,848",2,"5,000,000",33,"486,144","73,723,296",2004-12-30
2517,04121,07,13,16,18,30,32,10,0,"126,900,373",1,"5,000,000",17,"869,790","71,029,820",2004-12-28
2518,04120,07,08,18,21,27,32,10,13,"125,563,326",2,"5,000,000",24,"301,953","87,000,158",2004-12-26
2519,04119,06,09,18,20,25,33,06,0,"132,457,522",0,0,26,"534,892","74,319,134",2004-12-23
2520,04118,03,04,07,12,30,31,15,0,"126,497,296",1,"5,000,000",17,"947,167","73,120,372",2004-12-21
2521,04117,01,03,07,14,24,25,07,13,"124,596,504",1,"5,000,000",16,"1,144,836","88,600,982",2004-12-19
2522,04116,01,03,05,08,14,33,03,0,"121,746,200",0,0,15,"1,066,624","76,958,968",2004-12-16
2523,04115,02,16,20,30,31,33,01,0,"114,889,326",0,0,9,"2,009,002","73,673,592",2004-12-14
